"file","object_key","card_name","set_name","card_id"
"shop/038_Single-Strike-Scroll-of-the-Fanged-Drago_Evolving-Skies.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/swsh7-158-1788951349040.jpg","Single Strike Scroll of the Fanged Dragon - Evolving Skies - 158","Evolving Skies","swsh7-158"
"shop/039_Pikachu-ex-Surging-Sparks-247_Surging-Sparks.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv08-247-1788975215565.jpg","Pikachu ex - Surging Sparks - 247","Surging Sparks","sv08-247"
"shop/040_Alakazam-Base-Set-2-1_Base-Set-2.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/base4-1-1788974181647.jpg","Alakazam - Base Set 2 - 1","Base Set 2","base4-1"
"shop/041_Kieran-Twilight-Masquerade-218_Twilight-Masquerade.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv06-218-1788973766065.jpg","Kieran - Twilight Masquerade - 218","Twilight Masquerade","sv06-218"
"shop/042_Cleffa-Obsidian-Flames-202_Obsidian-Flames.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv03-202-1788973197408.jpg","Cleffa - Obsidian Flames - 202","Obsidian Flames","sv03-202"
"shop/043_Team-Rocket-s-Murkrow-Ascended-Heroes-12_Ascended-Heroes.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/me02.5-126-1788955063309.jpg","Team Rocket's Murkrow - Ascended Heroes - 126","Ascended Heroes","me02.5-126"
"shop/044_Pawniard-Ascended-Heroes-146_Ascended-Heroes.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/me02.5-146-1788954855709.jpg","Pawniard - Ascended Heroes - 146","Ascended Heroes","me02.5-146"
"shop/045_Snover-Lost-Origin-042_Lost-Origin.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/swsh11-042-1788951155476.jpg","Snover - Lost Origin - 042","Lost Origin","swsh11-042"
"shop/046_Aurorus-Perfect-Order-092_Perfect-Order.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/me03-092-1788975795477.jpg","Aurorus - Perfect Order - 092","Perfect Order","me03-092"
"shop/047_N-s-Zoroark-ex-Journey-Together-189_Journey-Together.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv09-189-1788975241915.jpg","N's Zoroark ex - Journey Together - 189","Journey Together","sv09-189"
"shop/048_Pikachu-151-173_151.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv03.5-173-1788974286392.jpg","Pikachu - 151 - 173","151","sv03.5-173"
"shop/049_Sylveon-ex-Surging-Sparks-086_Surging-Sparks.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv08-086-1788973790211.jpg","Sylveon ex - Surging Sparks - 086","Surging Sparks","sv08-086"
"shop/050_Meowth-ex-Perfect-Order-107_Perfect-Order.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/me03-107-1788973220206.jpg","Meowth ex - Perfect Order - 107","Perfect Order","me03-107"
"shop/051_Suicune-V-Crown-Zenith-Galarian-Gallery-_Crown-Zenith-Galarian-Gallery.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/swsh12.5gg-GG38-1788975839305.jpg","Suicune V - Crown Zenith Galarian Gallery - GG38","Crown Zenith Galarian Gallery","swsh12.5gg-GG38"
"shop/052_Dragapult-ex-Prismatic-Evolutions-165_Prismatic-Evolutions.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/sv08.5-165-1788975282639.jpg","Dragapult ex - Prismatic Evolutions - 165","Prismatic Evolutions","sv08.5-165"
"shop/053_Charizard-GX-SM-Black-Star-Promos-SM211_SM-Black-Star-Promos.jpg","https://rrkyvcouxdmurwdyuugv.supabase.co/storage/v1/object/public/shop-cards/smp-SM211-1788981422986.jpg","Charizard GX - SM Black Star Promos - SM211","SM Black Star Promos","smp-SM211"
