#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes
1525,en-tk-xy-w-1,tk-xy-w-1,Swirlix,XY trainer Kit (Wigglytuff),1,30,Common,Swirlix XY trainer Kit (Wigglytuff) 1/30 pokemon card,,,
1526,en-tk-xy-w-10,tk-xy-w-10,Fairy Energy,XY trainer Kit (Wigglytuff),10,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 10/30 pokemon card,,,
1527,en-tk-xy-w-11,tk-xy-w-11,Pidgey,XY trainer Kit (Wigglytuff),11,30,Common,Pidgey XY trainer Kit (Wigglytuff) 11/30 pokemon card,,,
1528,en-tk-xy-w-12,tk-xy-w-12,Jigglypuff,XY trainer Kit (Wigglytuff),12,30,Common,Jigglypuff XY trainer Kit (Wigglytuff) 12/30 pokemon card,,,
1529,en-tk-xy-w-13,tk-xy-w-13,Clefairy,XY trainer Kit (Wigglytuff),13,30,Common,Clefairy XY trainer Kit (Wigglytuff) 13/30 pokemon card,,,
1530,en-tk-xy-w-14,tk-xy-w-14,Wigglytuff,XY trainer Kit (Wigglytuff),14,30,Rare,Wigglytuff XY trainer Kit (Wigglytuff) 14/30 pokemon card,,,
1531,en-tk-xy-w-15,tk-xy-w-15,Potion,XY trainer Kit (Wigglytuff),15,30,Common,Potion XY trainer Kit (Wigglytuff) 15/30 pokemon card,,,
1532,en-tk-xy-w-16,tk-xy-w-16,Clefable,XY trainer Kit (Wigglytuff),16,30,Uncommon,Clefable XY trainer Kit (Wigglytuff) 16/30 pokemon card,,,
1533,en-tk-xy-w-17,tk-xy-w-17,Fairy Energy,XY trainer Kit (Wigglytuff),17,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 17/30 pokemon card,,,
1534,en-tk-xy-w-18,tk-xy-w-18,Swirlix,XY trainer Kit (Wigglytuff),18,30,Common,Swirlix XY trainer Kit (Wigglytuff) 18/30 pokemon card,,,
1535,en-tk-xy-w-19,tk-xy-w-19,Clefairy,XY trainer Kit (Wigglytuff),19,30,Common,Clefairy XY trainer Kit (Wigglytuff) 19/30 pokemon card,,,
1536,en-tk-xy-w-2,tk-xy-w-2,Pidgeotto,XY trainer Kit (Wigglytuff),2,30,Uncommon,Pidgeotto XY trainer Kit (Wigglytuff) 2/30 pokemon card,,,
1537,en-tk-xy-w-20,tk-xy-w-20,Potion,XY trainer Kit (Wigglytuff),20,30,Common,Potion XY trainer Kit (Wigglytuff) 20/30 pokemon card,,,
1538,en-tk-xy-w-21,tk-xy-w-21,Fairy Energy,XY trainer Kit (Wigglytuff),21,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 21/30 pokemon card,,,
1539,en-tk-xy-w-22,tk-xy-w-22,Fairy Energy,XY trainer Kit (Wigglytuff),22,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 22/30 pokemon card,,,
1540,en-tk-xy-w-23,tk-xy-w-23,Pidgeotto,XY trainer Kit (Wigglytuff),23,30,Uncommon,Pidgeotto XY trainer Kit (Wigglytuff) 23/30 pokemon card,,,
1541,en-tk-xy-w-24,tk-xy-w-24,Trevor,XY trainer Kit (Wigglytuff),24,30,Uncommon,Trevor XY trainer Kit (Wigglytuff) 24/30 pokemon card,,,
1542,en-tk-xy-w-25,tk-xy-w-25,Jigglypuff,XY trainer Kit (Wigglytuff),25,30,Common,Jigglypuff XY trainer Kit (Wigglytuff) 25/30 pokemon card,,,
1543,en-tk-xy-w-26,tk-xy-w-26,Tierno,XY trainer Kit (Wigglytuff),26,30,Uncommon,Tierno XY trainer Kit (Wigglytuff) 26/30 pokemon card,,,
1544,en-tk-xy-w-27,tk-xy-w-27,Fairy Energy,XY trainer Kit (Wigglytuff),27,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 27/30 pokemon card,,,
1545,en-tk-xy-w-28,tk-xy-w-28,Clefable,XY trainer Kit (Wigglytuff),28,30,Uncommon,Clefable XY trainer Kit (Wigglytuff) 28/30 pokemon card,,,
1546,en-tk-xy-w-29,tk-xy-w-29,Pidgey,XY trainer Kit (Wigglytuff),29,30,Common,Pidgey XY trainer Kit (Wigglytuff) 29/30 pokemon card,,,
1547,en-tk-xy-w-3,tk-xy-w-3,Fairy Energy,XY trainer Kit (Wigglytuff),3,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 3/30 pokemon card,,,
1548,en-tk-xy-w-30,tk-xy-w-30,Wigglytuff,XY trainer Kit (Wigglytuff),30,30,Rare,Wigglytuff XY trainer Kit (Wigglytuff) 30/30 pokemon card,,,
1549,en-tk-xy-w-4,tk-xy-w-4,Sentret,XY trainer Kit (Wigglytuff),4,30,Common,Sentret XY trainer Kit (Wigglytuff) 4/30 pokemon card,,,
1550,en-tk-xy-w-5,tk-xy-w-5,Fairy Energy,XY trainer Kit (Wigglytuff),5,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 5/30 pokemon card,,,
1551,en-tk-xy-w-6,tk-xy-w-6,Fairy Energy,XY trainer Kit (Wigglytuff),6,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 6/30 pokemon card,,,
1552,en-tk-xy-w-7,tk-xy-w-7,Fairy Energy,XY trainer Kit (Wigglytuff),7,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 7/30 pokemon card,,,
1553,en-tk-xy-w-8,tk-xy-w-8,Fairy Energy,XY trainer Kit (Wigglytuff),8,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 8/30 pokemon card,,,
1554,en-tk-xy-w-9,tk-xy-w-9,Fairy Energy,XY trainer Kit (Wigglytuff),9,30,Common,Fairy Energy XY trainer Kit (Wigglytuff) 9/30 pokemon card,,,
1555,en-xya-107a,xya-107a,Professor Sycamore,Yellow A Alternate,107a,6,Uncommon,Professor Sycamore Yellow A Alternate 107a/6 pokemon card,,,
1556,en-xya-24a,xya-24a,M Manectric-EX,Yellow A Alternate,24a,6,Rare,M Manectric-EX Yellow A Alternate 24a/6 pokemon card,,,
1557,en-xya-28a,xya-28a,Jolteon-EX,Yellow A Alternate,28a,6,Rare,Jolteon-EX Yellow A Alternate 28a/6 pokemon card,,,
1558,en-xya-54a,xya-54a,Zygarde-EX,Yellow A Alternate,54a,6,Rare,Zygarde-EX Yellow A Alternate 54a/6 pokemon card,,,
1559,en-xya-55a,xya-55a,M Lucario-EX,Yellow A Alternate,55a,6,Rare,M Lucario-EX Yellow A Alternate 55a/6 pokemon card,,,
1560,en-xya-92a,xya-92a,Trainers’ Mail,Yellow A Alternate,92a,6,Uncommon,Trainers’ Mail Yellow A Alternate 92a/6 pokemon card,,,
