#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes
22,en-ecard2-H14,ecard2-H14,Kingdra,Aquapolis,H14,147,Holo Rare,Kingdra Aquapolis H14/147 pokemon card,,,
23,en-ecard2-H15,ecard2-H15,Lanturn,Aquapolis,H15,147,Holo Rare,Lanturn Aquapolis H15/147 pokemon card,,,
24,en-ecard2-H16,ecard2-H16,Magneton,Aquapolis,H16,147,Holo Rare,Magneton Aquapolis H16/147 pokemon card,,,
25,en-ecard2-H17,ecard2-H17,Muk,Aquapolis,H17,147,Holo Rare,Muk Aquapolis H17/147 pokemon card,,,
26,en-ecard2-H18,ecard2-H18,Nidoking,Aquapolis,H18,147,Holo Rare,Nidoking Aquapolis H18/147 pokemon card,,,
27,en-ecard2-H19,ecard2-H19,Ninetales,Aquapolis,H19,147,Holo Rare,Ninetales Aquapolis H19/147 pokemon card,,,
28,en-ecard2-H20,ecard2-H20,Octillery,Aquapolis,H20,147,Holo Rare,Octillery Aquapolis H20/147 pokemon card,,,
29,en-ecard2-H21,ecard2-H21,Scizor,Aquapolis,H21,147,Holo Rare,Scizor Aquapolis H21/147 pokemon card,,,
30,en-ecard2-H22,ecard2-H22,Slowking,Aquapolis,H22,147,Holo Rare,Slowking Aquapolis H22/147 pokemon card,,,
31,en-ecard2-H23,ecard2-H23,Steelix,Aquapolis,H23,147,Holo Rare,Steelix Aquapolis H23/147 pokemon card,,,
32,en-ecard2-H24,ecard2-H24,Sudowoodo,Aquapolis,H24,147,Holo Rare,Sudowoodo Aquapolis H24/147 pokemon card,,,
33,en-ecard2-H25,ecard2-H25,Suicune,Aquapolis,H25,147,Holo Rare,Suicune Aquapolis H25/147 pokemon card,,,
34,en-ecard2-H26,ecard2-H26,Tentacruel,Aquapolis,H26,147,Holo Rare,Tentacruel Aquapolis H26/147 pokemon card,,,
35,en-ecard2-H27,ecard2-H27,Togetic,Aquapolis,H27,147,Holo Rare,Togetic Aquapolis H27/147 pokemon card,,,
36,en-ecard2-H28,ecard2-H28,Tyranitar,Aquapolis,H28,147,Holo Rare,Tyranitar Aquapolis H28/147 pokemon card,,,
37,en-ecard2-H29,ecard2-H29,Umbreon,Aquapolis,H29,147,Holo Rare,Umbreon Aquapolis H29/147 pokemon card,,,
38,en-ecard2-H30,ecard2-H30,Victreebel,Aquapolis,H30,147,Holo Rare,Victreebel Aquapolis H30/147 pokemon card,,,
39,en-ecard2-H31,ecard2-H31,Vileplume,Aquapolis,H31,147,Holo Rare,Vileplume Aquapolis H31/147 pokemon card,,,
40,en-ecard2-H32,ecard2-H32,Zapdos,Aquapolis,H32,147,Holo Rare,Zapdos Aquapolis H32/147 pokemon card,,,
41,en-swsh10tg-TG01,swsh10tg-TG01,Abomasnow,Astral Radiance Trainer Gallery,TG01,30,Rare,Abomasnow Astral Radiance Trainer Gallery TG01/30 pokemon card,,,
42,en-swsh10tg-TG02,swsh10tg-TG02,Flapple,Astral Radiance Trainer Gallery,TG02,30,Rare,Flapple Astral Radiance Trainer Gallery TG02/30 pokemon card,,,
43,en-swsh10tg-TG03,swsh10tg-TG03,Kingdra,Astral Radiance Trainer Gallery,TG03,30,Rare,Kingdra Astral Radiance Trainer Gallery TG03/30 pokemon card,,,
44,en-swsh10tg-TG04,swsh10tg-TG04,Frosmoth,Astral Radiance Trainer Gallery,TG04,30,Rare,Frosmoth Astral Radiance Trainer Gallery TG04/30 pokemon card,,,
45,en-swsh10tg-TG05,swsh10tg-TG05,Gardevoir,Astral Radiance Trainer Gallery,TG05,30,Rare,Gardevoir Astral Radiance Trainer Gallery TG05/30 pokemon card,,,
46,en-swsh10tg-TG06,swsh10tg-TG06,Wyrdeer,Astral Radiance Trainer Gallery,TG06,30,Rare,Wyrdeer Astral Radiance Trainer Gallery TG06/30 pokemon card,,,
47,en-swsh10tg-TG07,swsh10tg-TG07,Falinks,Astral Radiance Trainer Gallery,TG07,30,Rare,Falinks Astral Radiance Trainer Gallery TG07/30 pokemon card,,,
48,en-swsh10tg-TG08,swsh10tg-TG08,Kleavor,Astral Radiance Trainer Gallery,TG08,30,Rare,Kleavor Astral Radiance Trainer Gallery TG08/30 pokemon card,,,
49,en-swsh10tg-TG09,swsh10tg-TG09,Mightyena,Astral Radiance Trainer Gallery,TG09,30,Rare,Mightyena Astral Radiance Trainer Gallery TG09/30 pokemon card,,,
50,en-swsh10tg-TG10,swsh10tg-TG10,Galarian Obstagoon,Astral Radiance Trainer Gallery,TG10,30,Rare,Galarian Obstagoon Astral Radiance Trainer Gallery TG10/30 pokemon card,,,
51,en-swsh10tg-TG11,swsh10tg-TG11,Bronzong,Astral Radiance Trainer Gallery,TG11,30,Rare,Bronzong Astral Radiance Trainer Gallery TG11/30 pokemon card,,,
52,en-swsh10tg-TG12,swsh10tg-TG12,Hoothoot,Astral Radiance Trainer Gallery,TG12,30,Rare,Hoothoot Astral Radiance Trainer Gallery TG12/30 pokemon card,,,
53,en-swsh10tg-TG13,swsh10tg-TG13,Starmie V,Astral Radiance Trainer Gallery,TG13,30,Ultra Rare,Starmie V Astral Radiance Trainer Gallery TG13/30 pokemon card,,,
54,en-swsh10tg-TG14,swsh10tg-TG14,Ice Rider Calyrex V,Astral Radiance Trainer Gallery,TG14,30,Ultra Rare,Ice Rider Calyrex V Astral Radiance Trainer Gallery TG14/30 pokemon card,,,
55,en-swsh10tg-TG15,swsh10tg-TG15,Ice Rider Calyrex VMAX,Astral Radiance Trainer Gallery,TG15,30,Ultra Rare,Ice Rider Calyrex VMAX Astral Radiance Trainer Gallery TG15/30 pokemon card,,,
56,en-swsh10tg-TG16,swsh10tg-TG16,Galarian Articuno V,Astral Radiance Trainer Gallery,TG16,30,Ultra Rare,Galarian Articuno V Astral Radiance Trainer Gallery TG16/30 pokemon card,,,
57,en-swsh10tg-TG17,swsh10tg-TG17,Shadow Rider Calyrex V,Astral Radiance Trainer Gallery,TG17,30,Ultra Rare,Shadow Rider Calyrex V Astral Radiance Trainer Gallery TG17/30 pokemon card,,,
58,en-swsh10tg-TG18,swsh10tg-TG18,Shadow Rider Calyrex VMAX,Astral Radiance Trainer Gallery,TG18,30,Ultra Rare,Shadow Rider Calyrex VMAX Astral Radiance Trainer Gallery TG18/30 pokemon card,,,
59,en-swsh10tg-TG19,swsh10tg-TG19,Galarian Zapdos V,Astral Radiance Trainer Gallery,TG19,30,Ultra Rare,Galarian Zapdos V Astral Radiance Trainer Gallery TG19/30 pokemon card,,,
60,en-swsh10tg-TG20,swsh10tg-TG20,Galarian Moltres V,Astral Radiance Trainer Gallery,TG20,30,Ultra Rare,Galarian Moltres V Astral Radiance Trainer Gallery TG20/30 pokemon card,,,
61,en-swsh10tg-TG21,swsh10tg-TG21,Zacian V,Astral Radiance Trainer Gallery,TG21,30,Ultra Rare,Zacian V Astral Radiance Trainer Gallery TG21/30 pokemon card,,,
62,en-swsh10tg-TG22,swsh10tg-TG22,Zamazenta V,Astral Radiance Trainer Gallery,TG22,30,Ultra Rare,Zamazenta V Astral Radiance Trainer Gallery TG22/30 pokemon card,,,
63,en-swsh10tg-TG23,swsh10tg-TG23,Garchomp V,Astral Radiance Trainer Gallery,TG23,30,Ultra Rare,Garchomp V Astral Radiance Trainer Gallery TG23/30 pokemon card,,,
64,en-swsh10tg-TG24,swsh10tg-TG24,Allister,Astral Radiance Trainer Gallery,TG24,30,Ultra Rare,Allister Astral Radiance Trainer Gallery TG24/30 pokemon card,,,
65,en-swsh10tg-TG25,swsh10tg-TG25,Bea,Astral Radiance Trainer Gallery,TG25,30,Ultra Rare,Bea Astral Radiance Trainer Gallery TG25/30 pokemon card,,,
66,en-swsh10tg-TG26,swsh10tg-TG26,Melony,Astral Radiance Trainer Gallery,TG26,30,Ultra Rare,Melony Astral Radiance Trainer Gallery TG26/30 pokemon card,,,
67,en-swsh10tg-TG27,swsh10tg-TG27,Milo,Astral Radiance Trainer Gallery,TG27,30,Ultra Rare,Milo Astral Radiance Trainer Gallery TG27/30 pokemon card,,,
68,en-swsh10tg-TG28,swsh10tg-TG28,Piers,Astral Radiance Trainer Gallery,TG28,30,Ultra Rare,Piers Astral Radiance Trainer Gallery TG28/30 pokemon card,,,
69,en-swsh10tg-TG29,swsh10tg-TG29,Ice Rider Calyrex VMAX,Astral Radiance Trainer Gallery,TG29,30,Secret Rare,Ice Rider Calyrex VMAX Astral Radiance Trainer Gallery TG29/30 pokemon card,,,
70,en-swsh10tg-TG30,swsh10tg-TG30,Shadow Rider Calyrex VMAX,Astral Radiance Trainer Gallery,TG30,30,Secret Rare,Shadow Rider Calyrex VMAX Astral Radiance Trainer Gallery TG30/30 pokemon card,,,
71,en-xy8-146a,xy8-146a,Professor's Letter,BREAKthrough,146a,162,None,Professor's Letter BREAKthrough 146a/162 pokemon card,,,
72,en-bwp-BW04,bwp-BW04,Reshiram,BW Black Star Promos,BW04,101,Rare,Reshiram BW Black Star Promos BW04/101 pokemon card,,,
73,en-bwp-BW05,bwp-BW05,Zekrom,BW Black Star Promos,BW05,101,Rare,Zekrom BW Black Star Promos BW05/101 pokemon card,,,
74,en-bwp-BW96,bwp-BW96,Tornadus-EX,BW Black Star Promos,BW96,101,Common,Tornadus-EX BW Black Star Promos BW96/101 pokemon card,,,
75,en-tk-bw-e-1,tk-bw-e-1,Lillipup,BW trainer Kit (Excadrill),1,30,None,Lillipup BW trainer Kit (Excadrill) 1/30 pokemon card,,,
76,en-tk-bw-e-10,tk-bw-e-10,Fighting Energy,BW trainer Kit (Excadrill),10,30,None,Fighting Energy BW trainer Kit (Excadrill) 10/30 pokemon card,,,
77,en-tk-bw-e-11,tk-bw-e-11,Timburr,BW trainer Kit (Excadrill),11,30,None,Timburr BW trainer Kit (Excadrill) 11/30 pokemon card,,,
78,en-tk-bw-e-12,tk-bw-e-12,Audino,BW trainer Kit (Excadrill),12,30,None,Audino BW trainer Kit (Excadrill) 12/30 pokemon card,,,
79,en-tk-bw-e-13,tk-bw-e-13,Drilbur,BW trainer Kit (Excadrill),13,30,None,Drilbur BW trainer Kit (Excadrill) 13/30 pokemon card,,,
80,en-tk-bw-e-14,tk-bw-e-14,Gurdurr,BW trainer Kit (Excadrill),14,30,None,Gurdurr BW trainer Kit (Excadrill) 14/30 pokemon card,,,
81,en-tk-bw-e-15,tk-bw-e-15,Potion,BW trainer Kit (Excadrill),15,30,None,Potion BW trainer Kit (Excadrill) 15/30 pokemon card,,,
82,en-tk-bw-e-16,tk-bw-e-16,PlusPower,BW trainer Kit (Excadrill),16,30,None,PlusPower BW trainer Kit (Excadrill) 16/30 pokemon card,,,
83,en-tk-bw-e-17,tk-bw-e-17,Excadrill,BW trainer Kit (Excadrill),17,30,None,Excadrill BW trainer Kit (Excadrill) 17/30 pokemon card,,,
84,en-tk-bw-e-18,tk-bw-e-18,Audino,BW trainer Kit (Excadrill),18,30,None,Audino BW trainer Kit (Excadrill) 18/30 pokemon card,,,
85,en-tk-bw-e-19,tk-bw-e-19,Herdier,BW trainer Kit (Excadrill),19,30,None,Herdier BW trainer Kit (Excadrill) 19/30 pokemon card,,,
86,en-tk-bw-e-2,tk-bw-e-2,Fighting Energy,BW trainer Kit (Excadrill),2,30,None,Fighting Energy BW trainer Kit (Excadrill) 2/30 pokemon card,,,
87,en-tk-bw-e-20,tk-bw-e-20,Fighting Energy,BW trainer Kit (Excadrill),20,30,None,Fighting Energy BW trainer Kit (Excadrill) 20/30 pokemon card,,,
88,en-tk-bw-e-21,tk-bw-e-21,Energy Search,BW trainer Kit (Excadrill),21,30,None,Energy Search BW trainer Kit (Excadrill) 21/30 pokemon card,,,
89,en-tk-bw-e-22,tk-bw-e-22,Fighting Energy,BW trainer Kit (Excadrill),22,30,None,Fighting Energy BW trainer Kit (Excadrill) 22/30 pokemon card,,,
90,en-tk-bw-e-23,tk-bw-e-23,Potion,BW trainer Kit (Excadrill),23,30,None,Potion BW trainer Kit (Excadrill) 23/30 pokemon card,,,
91,en-tk-bw-e-24,tk-bw-e-24,Pokémon Communication,BW trainer Kit (Excadrill),24,30,None,Pokémon Communication BW trainer Kit (Excadrill) 24/30 pokemon card,,,
92,en-tk-bw-e-25,tk-bw-e-25,Drilbur,BW trainer Kit (Excadrill),25,30,None,Drilbur BW trainer Kit (Excadrill) 25/30 pokemon card,,,
93,en-tk-bw-e-26,tk-bw-e-26,Fighting Energy,BW trainer Kit (Excadrill),26,30,None,Fighting Energy BW trainer Kit (Excadrill) 26/30 pokemon card,,,
94,en-tk-bw-e-27,tk-bw-e-27,Lillipup,BW trainer Kit (Excadrill),27,30,None,Lillipup BW trainer Kit (Excadrill) 27/30 pokemon card,,,
95,en-tk-bw-e-28,tk-bw-e-28,Fighting Energy,BW trainer Kit (Excadrill),28,30,None,Fighting Energy BW trainer Kit (Excadrill) 28/30 pokemon card,,,
96,en-tk-bw-e-29,tk-bw-e-29,Timburr,BW trainer Kit (Excadrill),29,30,None,Timburr BW trainer Kit (Excadrill) 29/30 pokemon card,,,
97,en-tk-bw-e-3,tk-bw-e-3,Fighting Energy,BW trainer Kit (Excadrill),3,30,None,Fighting Energy BW trainer Kit (Excadrill) 3/30 pokemon card,,,
98,en-tk-bw-e-30,tk-bw-e-30,Excadrill,BW trainer Kit (Excadrill),30,30,None,Excadrill BW trainer Kit (Excadrill) 30/30 pokemon card,,,
99,en-tk-bw-e-4,tk-bw-e-4,Energy Switch,BW trainer Kit (Excadrill),4,30,None,Energy Switch BW trainer Kit (Excadrill) 4/30 pokemon card,,,
100,en-tk-bw-e-5,tk-bw-e-5,Fighting Energy,BW trainer Kit (Excadrill),5,30,None,Fighting Energy BW trainer Kit (Excadrill) 5/30 pokemon card,,,
101,en-tk-bw-e-6,tk-bw-e-6,Fighting Energy,BW trainer Kit (Excadrill),6,30,None,Fighting Energy BW trainer Kit (Excadrill) 6/30 pokemon card,,,
102,en-tk-bw-e-7,tk-bw-e-7,Fighting Energy,BW trainer Kit (Excadrill),7,30,None,Fighting Energy BW trainer Kit (Excadrill) 7/30 pokemon card,,,
103,en-tk-bw-e-8,tk-bw-e-8,Fighting Energy,BW trainer Kit (Excadrill),8,30,None,Fighting Energy BW trainer Kit (Excadrill) 8/30 pokemon card,,,
104,en-tk-bw-e-9,tk-bw-e-9,Fighting Energy,BW trainer Kit (Excadrill),9,30,None,Fighting Energy BW trainer Kit (Excadrill) 9/30 pokemon card,,,
105,en-tk-bw-z-1,tk-bw-z-1,Purrloin,BW trainer Kit (Zoroark),1,30,None,Purrloin BW trainer Kit (Zoroark) 1/30 pokemon card,,,
106,en-tk-bw-z-10,tk-bw-z-10,Darkness Energy,BW trainer Kit (Zoroark),10,30,None,Darkness Energy BW trainer Kit (Zoroark) 10/30 pokemon card,,,
107,en-tk-bw-z-11,tk-bw-z-11,PlusPower,BW trainer Kit (Zoroark),11,30,None,PlusPower BW trainer Kit (Zoroark) 11/30 pokemon card,,,
108,en-tk-bw-z-12,tk-bw-z-12,Patrat,BW trainer Kit (Zoroark),12,30,None,Patrat BW trainer Kit (Zoroark) 12/30 pokemon card,,,
109,en-tk-bw-z-13,tk-bw-z-13,Zorua,BW trainer Kit (Zoroark),13,30,None,Zorua BW trainer Kit (Zoroark) 13/30 pokemon card,,,
110,en-tk-bw-z-14,tk-bw-z-14,Pidove,BW trainer Kit (Zoroark),14,30,None,Pidove BW trainer Kit (Zoroark) 14/30 pokemon card,,,
111,en-tk-bw-z-15,tk-bw-z-15,Tranquill,BW trainer Kit (Zoroark),15,30,None,Tranquill BW trainer Kit (Zoroark) 15/30 pokemon card,,,
112,en-tk-bw-z-16,tk-bw-z-16,Energy Retrieval,BW trainer Kit (Zoroark),16,30,None,Energy Retrieval BW trainer Kit (Zoroark) 16/30 pokemon card,,,
113,en-tk-bw-z-17,tk-bw-z-17,Zoroark,BW trainer Kit (Zoroark),17,30,None,Zoroark BW trainer Kit (Zoroark) 17/30 pokemon card,,,
114,en-tk-bw-z-18,tk-bw-z-18,Pokémon Communication,BW trainer Kit (Zoroark),18,30,None,Pokémon Communication BW trainer Kit (Zoroark) 18/30 pokemon card,,,
115,en-tk-bw-z-19,tk-bw-z-19,Minccino,BW trainer Kit (Zoroark),19,30,None,Minccino BW trainer Kit (Zoroark) 19/30 pokemon card,,,
116,en-tk-bw-z-2,tk-bw-z-2,Watchog,BW trainer Kit (Zoroark),2,30,None,Watchog BW trainer Kit (Zoroark) 2/30 pokemon card,,,
117,en-tk-bw-z-20,tk-bw-z-20,Darkness Energy,BW trainer Kit (Zoroark),20,30,None,Darkness Energy BW trainer Kit (Zoroark) 20/30 pokemon card,,,
118,en-tk-bw-z-21,tk-bw-z-21,Pidove,BW trainer Kit (Zoroark),21,30,None,Pidove BW trainer Kit (Zoroark) 21/30 pokemon card,,,
119,en-tk-bw-z-22,tk-bw-z-22,Darkness Energy,BW trainer Kit (Zoroark),22,30,None,Darkness Energy BW trainer Kit (Zoroark) 22/30 pokemon card,,,
120,en-tk-bw-z-23,tk-bw-z-23,Zorua,BW trainer Kit (Zoroark),23,30,None,Zorua BW trainer Kit (Zoroark) 23/30 pokemon card,,,
121,en-tk-bw-z-24,tk-bw-z-24,Darkness Energy,BW trainer Kit (Zoroark),24,30,None,Darkness Energy BW trainer Kit (Zoroark) 24/30 pokemon card,,,
122,en-tk-bw-z-25,tk-bw-z-25,Purrloin,BW trainer Kit (Zoroark),25,30,None,Purrloin BW trainer Kit (Zoroark) 25/30 pokemon card,,,
123,en-tk-bw-z-26,tk-bw-z-26,Darkness Energy,BW trainer Kit (Zoroark),26,30,None,Darkness Energy BW trainer Kit (Zoroark) 26/30 pokemon card,,,
124,en-tk-bw-z-27,tk-bw-z-27,Energy Search,BW trainer Kit (Zoroark),27,30,None,Energy Search BW trainer Kit (Zoroark) 27/30 pokemon card,,,
125,en-tk-bw-z-28,tk-bw-z-28,Darkness Energy,BW trainer Kit (Zoroark),28,30,None,Darkness Energy BW trainer Kit (Zoroark) 28/30 pokemon card,,,
126,en-tk-bw-z-29,tk-bw-z-29,Patrat,BW trainer Kit (Zoroark),29,30,None,Patrat BW trainer Kit (Zoroark) 29/30 pokemon card,,,
127,en-tk-bw-z-3,tk-bw-z-3,Darkness Energy,BW trainer Kit (Zoroark),3,30,None,Darkness Energy BW trainer Kit (Zoroark) 3/30 pokemon card,,,
128,en-tk-bw-z-30,tk-bw-z-30,Zoroark,BW trainer Kit (Zoroark),30,30,None,Zoroark BW trainer Kit (Zoroark) 30/30 pokemon card,,,
129,en-tk-bw-z-4,tk-bw-z-4,Minccino,BW trainer Kit (Zoroark),4,30,None,Minccino BW trainer Kit (Zoroark) 4/30 pokemon card,,,
130,en-tk-bw-z-5,tk-bw-z-5,Darkness Energy,BW trainer Kit (Zoroark),5,30,None,Darkness Energy BW trainer Kit (Zoroark) 5/30 pokemon card,,,
131,en-tk-bw-z-6,tk-bw-z-6,Darkness Energy,BW trainer Kit (Zoroark),6,30,None,Darkness Energy BW trainer Kit (Zoroark) 6/30 pokemon card,,,
132,en-tk-bw-z-7,tk-bw-z-7,Darkness Energy,BW trainer Kit (Zoroark),7,30,None,Darkness Energy BW trainer Kit (Zoroark) 7/30 pokemon card,,,
133,en-tk-bw-z-8,tk-bw-z-8,Darkness Energy,BW trainer Kit (Zoroark),8,30,None,Darkness Energy BW trainer Kit (Zoroark) 8/30 pokemon card,,,
134,en-tk-bw-z-9,tk-bw-z-9,Darkness Energy,BW trainer Kit (Zoroark),9,30,None,Darkness Energy BW trainer Kit (Zoroark) 9/30 pokemon card,,,
135,en-bog-1,bog-1,Electabuzz,Best of game,1,9,None,Electabuzz Best of game 1/9 pokemon card,,,
136,en-bog-2,bog-2,Hitmonchan,Best of game,2,9,None,Hitmonchan Best of game 2/9 pokemon card,,,
137,en-bog-3,bog-3,Professor Elm,Best of game,3,9,None,Professor Elm Best of game 3/9 pokemon card,,,
138,en-bog-4,bog-4,Rocket’s Scizor,Best of game,4,9,None,Rocket’s Scizor Best of game 4/9 pokemon card,,,
139,en-bog-5,bog-5,Rocket’s Sneasel,Best of game,5,9,None,Rocket’s Sneasel Best of game 5/9 pokemon card,,,
140,en-bog-6,bog-6,Dark Ivysaur,Best of game,6,9,None,Dark Ivysaur Best of game 6/9 pokemon card,,,
141,en-bog-7,bog-7,Dark Venusaur,Best of game,7,9,None,Dark Venusaur Best of game 7/9 pokemon card,,,
142,en-bog-8,bog-8,Rocket’s Mewtwo,Best of game,8,9,None,Rocket’s Mewtwo Best of game 8/9 pokemon card,,,
143,en-bog-9,bog-9,Rocket’s Hitmonchan,Best of game,9,9,None,Rocket’s Hitmonchan Best of game 9/9 pokemon card,,,
144,en-swsh9tg-TG01,swsh9tg-TG01,Flareon,Brilliant Stars Trainer Gallery,TG01,30,Rare,Flareon Brilliant Stars Trainer Gallery TG01/30 pokemon card,,,
145,en-swsh9tg-TG02,swsh9tg-TG02,Vaporeon,Brilliant Stars Trainer Gallery,TG02,30,Rare,Vaporeon Brilliant Stars Trainer Gallery TG02/30 pokemon card,,,
146,en-swsh9tg-TG03,swsh9tg-TG03,Octillery,Brilliant Stars Trainer Gallery,TG03,30,Rare,Octillery Brilliant Stars Trainer Gallery TG03/30 pokemon card,,,
147,en-swsh9tg-TG04,swsh9tg-TG04,Jolteon,Brilliant Stars Trainer Gallery,TG04,30,Rare,Jolteon Brilliant Stars Trainer Gallery TG04/30 pokemon card,,,
148,en-swsh9tg-TG05,swsh9tg-TG05,Zekrom,Brilliant Stars Trainer Gallery,TG05,30,Rare,Zekrom Brilliant Stars Trainer Gallery TG05/30 pokemon card,,,
149,en-swsh9tg-TG06,swsh9tg-TG06,Dusknoir,Brilliant Stars Trainer Gallery,TG06,30,Rare,Dusknoir Brilliant Stars Trainer Gallery TG06/30 pokemon card,,,
150,en-swsh9tg-TG07,swsh9tg-TG07,Dedenne,Brilliant Stars Trainer Gallery,TG07,30,Rare,Dedenne Brilliant Stars Trainer Gallery TG07/30 pokemon card,,,
151,en-swsh9tg-TG08,swsh9tg-TG08,Alcremie,Brilliant Stars Trainer Gallery,TG08,30,Rare,Alcremie Brilliant Stars Trainer Gallery TG08/30 pokemon card,,,
152,en-swsh9tg-TG09,swsh9tg-TG09,Ariados,Brilliant Stars Trainer Gallery,TG09,30,Rare,Ariados Brilliant Stars Trainer Gallery TG09/30 pokemon card,,,
153,en-swsh9tg-TG10,swsh9tg-TG10,Houndoom,Brilliant Stars Trainer Gallery,TG10,30,Rare,Houndoom Brilliant Stars Trainer Gallery TG10/30 pokemon card,,,
154,en-swsh9tg-TG11,swsh9tg-TG11,Eevee,Brilliant Stars Trainer Gallery,TG11,30,Rare,Eevee Brilliant Stars Trainer Gallery TG11/30 pokemon card,,,
155,en-swsh9tg-TG12,swsh9tg-TG12,Oranguru,Brilliant Stars Trainer Gallery,TG12,30,Rare,Oranguru Brilliant Stars Trainer Gallery TG12/30 pokemon card,,,
156,en-swsh9tg-TG13,swsh9tg-TG13,Boltund V,Brilliant Stars Trainer Gallery,TG13,30,Ultra Rare,Boltund V Brilliant Stars Trainer Gallery TG13/30 pokemon card,,,
157,en-swsh9tg-TG14,swsh9tg-TG14,Sylveon V,Brilliant Stars Trainer Gallery,TG14,30,Ultra Rare,Sylveon V Brilliant Stars Trainer Gallery TG14/30 pokemon card,,,
158,en-swsh9tg-TG15,swsh9tg-TG15,Sylveon VMAX,Brilliant Stars Trainer Gallery,TG15,30,Ultra Rare,Sylveon VMAX Brilliant Stars Trainer Gallery TG15/30 pokemon card,,,
159,en-swsh9tg-TG16,swsh9tg-TG16,Mimikyu V,Brilliant Stars Trainer Gallery,TG16,30,Ultra Rare,Mimikyu V Brilliant Stars Trainer Gallery TG16/30 pokemon card,,,
160,en-swsh9tg-TG17,swsh9tg-TG17,Mimikyu VMAX,Brilliant Stars Trainer Gallery,TG17,30,Ultra Rare,Mimikyu VMAX Brilliant Stars Trainer Gallery TG17/30 pokemon card,,,
161,en-swsh9tg-TG18,swsh9tg-TG18,Single Strike Urshifu V,Brilliant Stars Trainer Gallery,TG18,30,Ultra Rare,Single Strike Urshifu V Brilliant Stars Trainer Gallery TG18/30 pokemon card,,,
162,en-swsh9tg-TG19,swsh9tg-TG19,Single Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG19,30,Ultra Rare,Single Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG19/30 pokemon card,,,
163,en-swsh9tg-TG20,swsh9tg-TG20,Rapid Strike Urshifu V,Brilliant Stars Trainer Gallery,TG20,30,Ultra Rare,Rapid Strike Urshifu V Brilliant Stars Trainer Gallery TG20/30 pokemon card,,,
