#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes
779,en-mee-004,mee-004,Lightning Energy,Mega Evolution Energy,004,8,Common,Lightning Energy Mega Evolution Energy 004/8 pokemon card,,,
780,en-mee-005,mee-005,Psychic Energy,Mega Evolution Energy,005,8,Common,Psychic Energy Mega Evolution Energy 005/8 pokemon card,,,
781,en-mee-006,mee-006,Fighting Energy,Mega Evolution Energy,006,8,Common,Fighting Energy Mega Evolution Energy 006/8 pokemon card,,,
782,en-mee-007,mee-007,Darkness Energy,Mega Evolution Energy,007,8,Common,Darkness Energy Mega Evolution Energy 007/8 pokemon card,,,
783,en-mee-008,mee-008,Metal Energy,Mega Evolution Energy,008,8,Common,Metal Energy Mega Evolution Energy 008/8 pokemon card,,,
784,en-miscp-001,miscp-001,Ancient Mew,Miscellaneous Promos,001,1,Promo,Ancient Mew Miscellaneous Promos 001/1 pokemon card,,,
785,en-mfb-1,mfb-1,Bulbasaur,My First Battle,1,48,None,Bulbasaur My First Battle 1/48 pokemon card,,,
786,en-mfb-10,mfb-10,Charmeleon,My First Battle,10,48,None,Charmeleon My First Battle 10/48 pokemon card,,,
787,en-mfb-11,mfb-11,Vulpix,My First Battle,11,48,None,Vulpix My First Battle 11/48 pokemon card,,,
788,en-mfb-12,mfb-12,Ninetales,My First Battle,12,48,None,Ninetales My First Battle 12/48 pokemon card,,,
789,en-mfb-13,mfb-13,Growlithe,My First Battle,13,48,None,Growlithe My First Battle 13/48 pokemon card,,,
790,en-mfb-14,mfb-14,Arcanine,My First Battle,14,48,None,Arcanine My First Battle 14/48 pokemon card,,,
791,en-mfb-15,mfb-15,Magmar,My First Battle,15,48,None,Magmar My First Battle 15/48 pokemon card,,,
792,en-mfb-16,mfb-16,Fire Energy,My First Battle,16,48,None,Fire Energy My First Battle 16/48 pokemon card,,,
793,en-mfb-17,mfb-17,Pikachu,My First Battle,17,48,None,Pikachu My First Battle 17/48 pokemon card,,,
794,en-mfb-18,mfb-18,Raichu,My First Battle,18,48,None,Raichu My First Battle 18/48 pokemon card,,,
795,en-mfb-19,mfb-19,Magnemite,My First Battle,19,48,None,Magnemite My First Battle 19/48 pokemon card,,,
796,en-mfb-2,mfb-2,Ivysaur,My First Battle,2,48,None,Ivysaur My First Battle 2/48 pokemon card,,,
797,en-mfb-20,mfb-20,Magneton,My First Battle,20,48,None,Magneton My First Battle 20/48 pokemon card,,,
798,en-mfb-21,mfb-21,Voltorb,My First Battle,21,48,None,Voltorb My First Battle 21/48 pokemon card,,,
799,en-mfb-22,mfb-22,Electrode,My First Battle,22,48,None,Electrode My First Battle 22/48 pokemon card,,,
800,en-mfb-23,mfb-23,Electabuzz,My First Battle,23,48,None,Electabuzz My First Battle 23/48 pokemon card,,,
801,en-mfb-24,mfb-24,Lightning Energy,My First Battle,24,48,None,Lightning Energy My First Battle 24/48 pokemon card,,,
802,en-mfb-25,mfb-25,Squirtle,My First Battle,25,48,None,Squirtle My First Battle 25/48 pokemon card,,,
803,en-mfb-26,mfb-26,Wartortle,My First Battle,26,48,None,Wartortle My First Battle 26/48 pokemon card,,,
804,en-mfb-27,mfb-27,Poliwag,My First Battle,27,48,None,Poliwag My First Battle 27/48 pokemon card,,,
805,en-mfb-28,mfb-28,Poliwhirl,My First Battle,28,48,None,Poliwhirl My First Battle 28/48 pokemon card,,,
806,en-mfb-29,mfb-29,Magikarp,My First Battle,29,48,None,Magikarp My First Battle 29/48 pokemon card,,,
807,en-mfb-3,mfb-3,Oddish,My First Battle,3,48,None,Oddish My First Battle 3/48 pokemon card,,,
808,en-mfb-30,mfb-30,Gyarados,My First Battle,30,48,None,Gyarados My First Battle 30/48 pokemon card,,,
809,en-mfb-31,mfb-31,Lapras,My First Battle,31,48,None,Lapras My First Battle 31/48 pokemon card,,,
810,en-mfb-32,mfb-32,Water Energy,My First Battle,32,48,None,Water Energy My First Battle 32/48 pokemon card,,,
811,en-mfb-33,mfb-33,Potion,My First Battle,33,48,None,Potion My First Battle 33/48 pokemon card,,,
812,en-mfb-34,mfb-34,Switch,My First Battle,34,48,None,Switch My First Battle 34/48 pokemon card,,,
813,en-mfb-4,mfb-4,Gloom,My First Battle,4,48,None,Gloom My First Battle 4/48 pokemon card,,,
814,en-mfb-5,mfb-5,Exeggcute,My First Battle,5,48,None,Exeggcute My First Battle 5/48 pokemon card,,,
815,en-mfb-6,mfb-6,Exeggutor,My First Battle,6,48,None,Exeggutor My First Battle 6/48 pokemon card,,,
816,en-mfb-7,mfb-7,Scyther,My First Battle,7,48,None,Scyther My First Battle 7/48 pokemon card,,,
817,en-mfb-8,mfb-8,Grass Energy,My First Battle,8,48,None,Grass Energy My First Battle 8/48 pokemon card,,,
818,en-mfb-9,mfb-9,Charmander,My First Battle,9,48,None,Charmander My First Battle 9/48 pokemon card,,,
819,en-pop6-13,pop6-13,Cherubi,POP Series 6,13,17,Common,Cherubi POP Series 6 13/17 pokemon card,,,
820,en-pop6-17,pop6-17,Turtwig,POP Series 6,17,17,Common,Turtwig POP Series 6 17/17 pokemon card,,,
821,en-ex5.5-1,ex5.5-1,Treecko,Poké Card Creator Pack,1,5,None,Treecko Poké Card Creator Pack 1/5 pokemon card,,,
822,en-ex5.5-2,ex5.5-2,Wurmple,Poké Card Creator Pack,2,5,None,Wurmple Poké Card Creator Pack 2/5 pokemon card,,,
823,en-ex5.5-3,ex5.5-3,Torchic,Poké Card Creator Pack,3,5,None,Torchic Poké Card Creator Pack 3/5 pokemon card,,,
824,en-ex5.5-4,ex5.5-4,Mudkip,Poké Card Creator Pack,4,5,None,Mudkip Poké Card Creator Pack 4/5 pokemon card,,,
825,en-ex5.5-5,ex5.5-5,Pikachu,Poké Card Creator Pack,5,5,None,Pikachu Poké Card Creator Pack 5/5 pokemon card,,,
826,en-pl2-84,pl2-84,Trapinch,Rising Rivals,84,111,Common,Trapinch Rising Rivals 84/111 pokemon card,,,
827,en-smp-SM125,smp-SM125,Naganadel GX,SM Black Star Promos,SM125,248,Promo,Naganadel GX SM Black Star Promos SM125/248 pokemon card,,,
828,en-smp-SM135,smp-SM135,Latias,SM Black Star Promos,SM135,248,Promo,Latias SM Black Star Promos SM135/248 pokemon card,,,
829,en-smp-SM136,smp-SM136,Latios,SM Black Star Promos,SM136,248,Promo,Latios SM Black Star Promos SM136/248 pokemon card,,,
830,en-smp-SM144,smp-SM144,Articuno,SM Black Star Promos,SM144,248,Promo,Articuno SM Black Star Promos SM144/248 pokemon card,,,
831,en-smp-SM146,smp-SM146,Leafeon GX,SM Black Star Promos,SM146,248,Promo,Leafeon GX SM Black Star Promos SM146/248 pokemon card,,,
832,en-smp-SM147,smp-SM147,Glaceon GX,SM Black Star Promos,SM147,248,Promo,Glaceon GX SM Black Star Promos SM147/248 pokemon card,,,
833,en-smp-SM155,smp-SM155,Kingdra GX,SM Black Star Promos,SM155,248,Promo,Kingdra GX SM Black Star Promos SM155/248 pokemon card,,,
834,en-smp-SM156,smp-SM156,Dragonite GX,SM Black Star Promos,SM156,248,Promo,Dragonite GX SM Black Star Promos SM156/248 pokemon card,,,
835,en-smp-SM167,smp-SM167,Celebi & Venusaur GX,SM Black Star Promos,SM167,248,Promo,Celebi & Venusaur GX SM Black Star Promos SM167/248 pokemon card,,,
836,en-smp-SM168,smp-SM168,Pikachu & Zekrom GX,SM Black Star Promos,SM168,248,Promo,Pikachu & Zekrom GX SM Black Star Promos SM168/248 pokemon card,,,
837,en-smp-SM169,smp-SM169,Eevee & Snorlax GX,SM Black Star Promos,SM169,248,Promo,Eevee & Snorlax GX SM Black Star Promos SM169/248 pokemon card,,,
838,en-smp-SM170,smp-SM170,Detective Pikachu,SM Black Star Promos,SM170,248,Promo,Detective Pikachu SM Black Star Promos SM170/248 pokemon card,,,
839,en-smp-SM179,smp-SM179,Volcanion,SM Black Star Promos,SM179,248,Promo,Volcanion SM Black Star Promos SM179/248 pokemon card,,,
840,en-smp-SM180,smp-SM180,Stakataka,SM Black Star Promos,SM180,248,Promo,Stakataka SM Black Star Promos SM180/248 pokemon card,,,
841,en-smp-SM181,smp-SM181,Melmetal,SM Black Star Promos,SM181,248,Promo,Melmetal SM Black Star Promos SM181/248 pokemon card,,,
842,en-smp-SM182,smp-SM182,Persian,SM Black Star Promos,SM182,248,Promo,Persian SM Black Star Promos SM182/248 pokemon card,,,
843,en-smp-SM183,smp-SM183,Pikachu,SM Black Star Promos,SM183,248,Promo,Pikachu SM Black Star Promos SM183/248 pokemon card,,,
844,en-smp-SM184,smp-SM184,Eevee,SM Black Star Promos,SM184,248,Promo,Eevee SM Black Star Promos SM184/248 pokemon card,,,
845,en-smp-SM185,smp-SM185,Typhlosion,SM Black Star Promos,SM185,248,Promo,Typhlosion SM Black Star Promos SM185/248 pokemon card,,,
846,en-smp-SM186,smp-SM186,Flareon,SM Black Star Promos,SM186,248,Promo,Flareon SM Black Star Promos SM186/248 pokemon card,,,
847,en-smp-SM188,smp-SM188,Kangaskhan GX,SM Black Star Promos,SM188,248,Promo,Kangaskhan GX SM Black Star Promos SM188/248 pokemon card,,,
848,en-smp-SM189,smp-SM189,Blastoise GX,SM Black Star Promos,SM189,248,Promo,Blastoise GX SM Black Star Promos SM189/248 pokemon card,,,
849,en-smp-SM190,smp-SM190,Detective Pikachu,SM Black Star Promos,SM190,248,Promo,Detective Pikachu SM Black Star Promos SM190/248 pokemon card,,,
850,en-smp-SM191,smp-SM191,Mewtwo & Mew GX,SM Black Star Promos,SM191,248,Promo,Mewtwo & Mew GX SM Black Star Promos SM191/248 pokemon card,,,
851,en-smp-SM192,smp-SM192,Lucario & Melmetal GX,SM Black Star Promos,SM192,248,Promo,Lucario & Melmetal GX SM Black Star Promos SM192/248 pokemon card,,,
852,en-smp-SM193,smp-SM193,Garchomp & Giratina GX,SM Black Star Promos,SM193,248,Promo,Garchomp & Giratina GX SM Black Star Promos SM193/248 pokemon card,,,
853,en-smp-SM194,smp-SM194,Detective Pikachu,SM Black Star Promos,SM194,248,Promo,Detective Pikachu SM Black Star Promos SM194/248 pokemon card,,,
854,en-smp-SM195,smp-SM195,Charizard GX,SM Black Star Promos,SM195,248,Promo,Charizard GX SM Black Star Promos SM195/248 pokemon card,,,
855,en-smp-SM196,smp-SM196,Mewtwo GX,SM Black Star Promos,SM196,248,Promo,Mewtwo GX SM Black Star Promos SM196/248 pokemon card,,,
856,en-smp-SM197,smp-SM197,Greninja GX,SM Black Star Promos,SM197,248,Promo,Greninja GX SM Black Star Promos SM197/248 pokemon card,,,
857,en-smp-SM198,smp-SM198,Bulbasaur,SM Black Star Promos,SM198,248,Promo,Bulbasaur SM Black Star Promos SM198/248 pokemon card,,,
858,en-smp-SM199,smp-SM199,Psyduck,SM Black Star Promos,SM199,248,Promo,Psyduck SM Black Star Promos SM199/248 pokemon card,,,
859,en-smp-SM200,smp-SM200,Snubbull,SM Black Star Promos,SM200,248,Promo,Snubbull SM Black Star Promos SM200/248 pokemon card,,,
860,en-smp-SM218,smp-SM218,Buzzwole,SM Black Star Promos,SM218,248,Promo,Buzzwole SM Black Star Promos SM218/248 pokemon card,,,
861,en-smp-SM219,smp-SM219,Entei,SM Black Star Promos,SM219,248,Promo,Entei SM Black Star Promos SM219/248 pokemon card,,,
862,en-smp-SM220,smp-SM220,Phione,SM Black Star Promos,SM220,248,Promo,Phione SM Black Star Promos SM220/248 pokemon card,,,
863,en-smp-SM221,smp-SM221,Blacephalon,SM Black Star Promos,SM221,248,Promo,Blacephalon SM Black Star Promos SM221/248 pokemon card,,,
864,en-smp-SM222,smp-SM222,Mismagius,SM Black Star Promos,SM222,248,Promo,Mismagius SM Black Star Promos SM222/248 pokemon card,,,
865,en-smp-SM223,smp-SM223,Terrakion,SM Black Star Promos,SM223,248,Promo,Terrakion SM Black Star Promos SM223/248 pokemon card,,,
866,en-smp-SM224,smp-SM224,Celebi,SM Black Star Promos,SM224,248,Promo,Celebi SM Black Star Promos SM224/248 pokemon card,,,
867,en-smp-SM225,smp-SM225,Victini,SM Black Star Promos,SM225,248,Promo,Victini SM Black Star Promos SM225/248 pokemon card,,,
868,en-smp-SM226,smp-SM226,Charizard,SM Black Star Promos,SM226,248,Promo,Charizard SM Black Star Promos SM226/248 pokemon card,,,
869,en-smp-SM227,smp-SM227,Pikachu,SM Black Star Promos,SM227,248,Promo,Pikachu SM Black Star Promos SM227/248 pokemon card,,,
870,en-smp-SM228,smp-SM228,Armored Mewtwo,SM Black Star Promos,SM228,248,Promo,Armored Mewtwo SM Black Star Promos SM228/248 pokemon card,,,
871,en-smp-SM229,smp-SM229,Venusaur & Snivy GX,SM Black Star Promos,SM229,248,Promo,Venusaur & Snivy GX SM Black Star Promos SM229/248 pokemon card,,,
872,en-smp-SM230,smp-SM230,Charizard & Braixen GX,SM Black Star Promos,SM230,248,Promo,Charizard & Braixen GX SM Black Star Promos SM230/248 pokemon card,,,
873,en-smp-SM231,smp-SM231,Champions Festival,SM Black Star Promos,SM231,248,Promo,Champions Festival SM Black Star Promos SM231/248 pokemon card,,,
874,en-smp-SM232,smp-SM232,Pikachu GX,SM Black Star Promos,SM232,248,Promo,Pikachu GX SM Black Star Promos SM232/248 pokemon card,,,
875,en-smp-SM233,smp-SM233,Eevee GX,SM Black Star Promos,SM233,248,Promo,Eevee GX SM Black Star Promos SM233/248 pokemon card,,,
876,en-smp-SM234,smp-SM234,Pikachu,SM Black Star Promos,SM234,248,Promo,Pikachu SM Black Star Promos SM234/248 pokemon card,,,
877,en-smp-SM235,smp-SM235,Eevee,SM Black Star Promos,SM235,248,Promo,Eevee SM Black Star Promos SM235/248 pokemon card,,,
878,en-smp-SM236,smp-SM236,Alolan Sandslash GX,SM Black Star Promos,SM236,248,Promo,Alolan Sandslash GX SM Black Star Promos SM236/248 pokemon card,,,
879,en-smp-SM237,smp-SM237,Leafeon,SM Black Star Promos,SM237,248,Promo,Leafeon SM Black Star Promos SM237/248 pokemon card,,,
880,en-smp-SM238,smp-SM238,Glaceon,SM Black Star Promos,SM238,248,Promo,Glaceon SM Black Star Promos SM238/248 pokemon card,,,
881,en-smp-SM239,smp-SM239,Carracosta GX,SM Black Star Promos,SM239,248,Promo,Carracosta GX SM Black Star Promos SM239/248 pokemon card,,,
882,en-smp-SM240,smp-SM240,Espeon & Deoxys GX,SM Black Star Promos,SM240,248,Promo,Espeon & Deoxys GX SM Black Star Promos SM240/248 pokemon card,,,
883,en-smp-SM241,smp-SM241,Umbreon & Darkrai GX,SM Black Star Promos,SM241,248,Promo,Umbreon & Darkrai GX SM Black Star Promos SM241/248 pokemon card,,,
884,en-smp-SM242,smp-SM242,Eevee GX,SM Black Star Promos,SM242,248,Promo,Eevee GX SM Black Star Promos SM242/248 pokemon card,,,
885,en-smp-SM243,smp-SM243,Regigigas,SM Black Star Promos,SM243,248,Promo,Regigigas SM Black Star Promos SM243/248 pokemon card,,,
886,en-smp-SM244,smp-SM244,Aipom,SM Black Star Promos,SM244,248,Promo,Aipom SM Black Star Promos SM244/248 pokemon card,,,
887,en-smp-SM245,smp-SM245,Mismagius,SM Black Star Promos,SM245,248,Promo,Mismagius SM Black Star Promos SM245/248 pokemon card,,,
888,en-smp-SM246,smp-SM246,Sabrina & Brycen,SM Black Star Promos,SM246,248,Promo,Sabrina & Brycen SM Black Star Promos SM246/248 pokemon card,,,
889,en-smp-SM247,smp-SM247,Reshiram & Charizard GX,SM Black Star Promos,SM247,248,Promo,Reshiram & Charizard GX SM Black Star Promos SM247/248 pokemon card,,,
890,en-smp-SM248,smp-SM248,Pikachu & Zekrom GX,SM Black Star Promos,SM248,248,Promo,Pikachu & Zekrom GX SM Black Star Promos SM248/248 pokemon card,,,
891,en-smp-SM89,smp-SM89,Zoroark,SM Black Star Promos,SM89,248,Promo,Zoroark SM Black Star Promos SM89/248 pokemon card,,,
892,en-smp-SM90,smp-SM90,Raichu GX,SM Black Star Promos,SM90,248,Promo,Raichu GX SM Black Star Promos SM90/248 pokemon card,,,
893,en-smp-SM93,smp-SM93,Marshadow,SM Black Star Promos,SM93,248,Promo,Marshadow SM Black Star Promos SM93/248 pokemon card,,,
894,en-tk-sm-r-1,tk-sm-r-1,Lightning Energy,SM trainer Kit (Alolan Raichu),1,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 1/30 pokemon card,,,
895,en-tk-sm-r-10,tk-sm-r-10,Lightning Energy,SM trainer Kit (Alolan Raichu),10,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 10/30 pokemon card,,,
896,en-tk-sm-r-11,tk-sm-r-11,Zubat,SM trainer Kit (Alolan Raichu),11,30,Common,Zubat SM trainer Kit (Alolan Raichu) 11/30 pokemon card,,,
897,en-tk-sm-r-12,tk-sm-r-12,Lightning Energy,SM trainer Kit (Alolan Raichu),12,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 12/30 pokemon card,,,
898,en-tk-sm-r-13,tk-sm-r-13,Spearow,SM trainer Kit (Alolan Raichu),13,30,Common,Spearow SM trainer Kit (Alolan Raichu) 13/30 pokemon card,,,
899,en-tk-sm-r-14,tk-sm-r-14,Pikachu,SM trainer Kit (Alolan Raichu),14,30,None,Pikachu SM trainer Kit (Alolan Raichu) 14/30 pokemon card,,,
900,en-tk-sm-r-15,tk-sm-r-15,Potion,SM trainer Kit (Alolan Raichu),15,30,Uncommon,Potion SM trainer Kit (Alolan Raichu) 15/30 pokemon card,,,
901,en-tk-sm-r-16,tk-sm-r-16,Grubbin,SM trainer Kit (Alolan Raichu),16,30,Common,Grubbin SM trainer Kit (Alolan Raichu) 16/30 pokemon card,,,
902,en-tk-sm-r-17,tk-sm-r-17,Alolan Raichu,SM trainer Kit (Alolan Raichu),17,30,None,Alolan Raichu SM trainer Kit (Alolan Raichu) 17/30 pokemon card,,,
903,en-tk-sm-r-18,tk-sm-r-18,Bewear,SM trainer Kit (Alolan Raichu),18,30,Rare,Bewear SM trainer Kit (Alolan Raichu) 18/30 pokemon card,,,
904,en-tk-sm-r-19,tk-sm-r-19,Hau,SM trainer Kit (Alolan Raichu),19,30,Uncommon,Hau SM trainer Kit (Alolan Raichu) 19/30 pokemon card,,,
905,en-tk-sm-r-2,tk-sm-r-2,Lightning Energy,SM trainer Kit (Alolan Raichu),2,30,Common,Lightning Energy SM trainer Kit (Alolan Raichu) 2/30 pokemon card,,,
906,en-tk-sm-r-20,tk-sm-r-20,Psychic Energy,SM trainer Kit (Alolan Raichu),20,30,Common,Psychic Energy SM trainer Kit (Alolan Raichu) 20/30 pokemon card,,,
907,en-tk-sm-r-21,tk-sm-r-21,Great Ball,SM trainer Kit (Alolan Raichu),21,30,Uncommon,Great Ball SM trainer Kit (Alolan Raichu) 21/30 pokemon card,,,
908,en-tk-sm-r-22,tk-sm-r-22,Drowzee,SM trainer Kit (Alolan Raichu),22,30,Common,Drowzee SM trainer Kit (Alolan Raichu) 22/30 pokemon card,,,
909,en-tk-sm-r-23,tk-sm-r-23,Hau,SM trainer Kit (Alolan Raichu),23,30,Uncommon,Hau SM trainer Kit (Alolan Raichu) 23/30 pokemon card,,,
910,en-tk-sm-r-24,tk-sm-r-24,Psychic Energy,SM trainer Kit (Alolan Raichu),24,30,None,Psychic Energy SM trainer Kit (Alolan Raichu) 24/30 pokemon card,,,
911,en-tk-sm-r-25,tk-sm-r-25,Great Ball,SM trainer Kit (Alolan Raichu),25,30,Uncommon,Great Ball SM trainer Kit (Alolan Raichu) 25/30 pokemon card,,,
912,en-tk-sm-r-26,tk-sm-r-26,Togedemaru,SM trainer Kit (Alolan Raichu),26,30,Common,Togedemaru SM trainer Kit (Alolan Raichu) 26/30 pokemon card,,,
913,en-tk-sm-r-27,tk-sm-r-27,Psychic Energy,SM trainer Kit (Alolan Raichu),27,30,None,Psychic Energy SM trainer Kit (Alolan Raichu) 27/30 pokemon card,,,
914,en-tk-sm-r-28,tk-sm-r-28,Psychic Energy,SM trainer Kit (Alolan Raichu),28,30,None,Psychic Energy SM trainer Kit (Alolan Raichu) 28/30 pokemon card,,,
915,en-tk-sm-r-29,tk-sm-r-29,Pikachu,SM trainer Kit (Alolan Raichu),29,30,None,Pikachu SM trainer Kit (Alolan Raichu) 29/30 pokemon card,,,
916,en-tk-sm-r-3,tk-sm-r-3,Lightning Energy,SM trainer Kit (Alolan Raichu),3,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 3/30 pokemon card,,,
917,en-tk-sm-r-30,tk-sm-r-30,Alolan Raichu,SM trainer Kit (Alolan Raichu),30,30,None,Alolan Raichu SM trainer Kit (Alolan Raichu) 30/30 pokemon card,,,
918,en-tk-sm-r-4,tk-sm-r-4,Stufful,SM trainer Kit (Alolan Raichu),4,30,Common,Stufful SM trainer Kit (Alolan Raichu) 4/30 pokemon card,,,
919,en-tk-sm-r-5,tk-sm-r-5,Lightning Energy,SM trainer Kit (Alolan Raichu),5,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 5/30 pokemon card,,,
920,en-tk-sm-r-6,tk-sm-r-6,Golbat,SM trainer Kit (Alolan Raichu),6,30,Uncommon,Golbat SM trainer Kit (Alolan Raichu) 6/30 pokemon card,,,
921,en-tk-sm-r-7,tk-sm-r-7,Lightning Energy,SM trainer Kit (Alolan Raichu),7,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 7/30 pokemon card,,,
922,en-tk-sm-r-8,tk-sm-r-8,Lightning Energy,SM trainer Kit (Alolan Raichu),8,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 8/30 pokemon card,,,
923,en-tk-sm-r-9,tk-sm-r-9,Lightning Energy,SM trainer Kit (Alolan Raichu),9,30,None,Lightning Energy SM trainer Kit (Alolan Raichu) 9/30 pokemon card,,,
924,en-tk-sm-l-1,tk-sm-l-1,Caterpie,SM trainer Kit (Lycanroc),1,30,Common,Caterpie SM trainer Kit (Lycanroc) 1/30 pokemon card,,,
925,en-tk-sm-l-11,tk-sm-l-11,Fletchling,SM trainer Kit (Lycanroc),11,30,Common,Fletchling SM trainer Kit (Lycanroc) 11/30 pokemon card,,,
926,en-tk-sm-l-12,tk-sm-l-12,Yungoos,SM trainer Kit (Lycanroc),12,30,Common,Yungoos SM trainer Kit (Lycanroc) 12/30 pokemon card,,,
927,en-tk-sm-l-13,tk-sm-l-13,Fletchinder,SM trainer Kit (Lycanroc),13,30,Uncommon,Fletchinder SM trainer Kit (Lycanroc) 13/30 pokemon card,,,
928,en-tk-sm-l-14,tk-sm-l-14,Rockruff,SM trainer Kit (Lycanroc),14,30,Common,Rockruff SM trainer Kit (Lycanroc) 14/30 pokemon card,,,
929,en-tk-sm-l-15,tk-sm-l-15,Pikipek,SM trainer Kit (Lycanroc),15,30,Common,Pikipek SM trainer Kit (Lycanroc) 15/30 pokemon card,,,
930,en-tk-sm-l-16,tk-sm-l-16,Lycanroc,SM trainer Kit (Lycanroc),16,30,None,Lycanroc SM trainer Kit (Lycanroc) 16/30 pokemon card,,,
931,en-tk-sm-l-18,tk-sm-l-18,Makuhita,SM trainer Kit (Lycanroc),18,30,Common,Makuhita SM trainer Kit (Lycanroc) 18/30 pokemon card,,,
932,en-tk-sm-l-19,tk-sm-l-19,Hau,SM trainer Kit (Lycanroc),19,30,Uncommon,Hau SM trainer Kit (Lycanroc) 19/30 pokemon card,,,
933,en-tk-sm-l-21,tk-sm-l-21,Great Ball,SM trainer Kit (Lycanroc),21,30,Uncommon,Great Ball SM trainer Kit (Lycanroc) 21/30 pokemon card,,,
934,en-tk-sm-l-22,tk-sm-l-22,Toucannon,SM trainer Kit (Lycanroc),22,30,Rare,Toucannon SM trainer Kit (Lycanroc) 22/30 pokemon card,,,
