#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes
325,en-sm7.5-39,sm7.5-39,Flygon,Dragon Majesty,39,70,Uncommon,Flygon Dragon Majesty 39/70 pokemon card,,,
326,en-sm7.5-4,sm7.5-4,Torchic,Dragon Majesty,4,70,Common,Torchic Dragon Majesty 4/70 pokemon card,,,
327,en-sm7.5-40,sm7.5-40,Altaria,Dragon Majesty,40,70,Rare,Altaria Dragon Majesty 40/70 pokemon card,,,
328,en-sm7.5-41,sm7.5-41,Altaria GX,Dragon Majesty,41,70,Ultra Rare,Altaria GX Dragon Majesty 41/70 pokemon card,,,
329,en-sm7.5-42,sm7.5-42,Bagon,Dragon Majesty,42,70,Common,Bagon Dragon Majesty 42/70 pokemon card,,,
330,en-sm7.5-43,sm7.5-43,Shelgon,Dragon Majesty,43,70,Uncommon,Shelgon Dragon Majesty 43/70 pokemon card,,,
331,en-sm7.5-44,sm7.5-44,Salamence GX,Dragon Majesty,44,70,Ultra Rare,Salamence GX Dragon Majesty 44/70 pokemon card,,,
332,en-sm7.5-45,sm7.5-45,Druddigon,Dragon Majesty,45,70,Uncommon,Druddigon Dragon Majesty 45/70 pokemon card,,,
333,en-sm7.5-46,sm7.5-46,Zekrom,Dragon Majesty,46,70,Rare,Zekrom Dragon Majesty 46/70 pokemon card,,,
334,en-sm7.5-47,sm7.5-47,Kyurem,Dragon Majesty,47,70,Rare,Kyurem Dragon Majesty 47/70 pokemon card,,,
335,en-sm7.5-48,sm7.5-48,White Kyurem GX,Dragon Majesty,48,70,Ultra Rare,White Kyurem GX Dragon Majesty 48/70 pokemon card,,,
336,en-sm7.5-49,sm7.5-49,Zygarde,Dragon Majesty,49,70,Uncommon,Zygarde Dragon Majesty 49/70 pokemon card,,,
337,en-sm7.5-5,sm7.5-5,Combusken,Dragon Majesty,5,70,Uncommon,Combusken Dragon Majesty 5/70 pokemon card,,,
338,en-sm7.5-50,sm7.5-50,Turtonator,Dragon Majesty,50,70,Uncommon,Turtonator Dragon Majesty 50/70 pokemon card,,,
339,en-sm7.5-51,sm7.5-51,Drampa,Dragon Majesty,51,70,Uncommon,Drampa Dragon Majesty 51/70 pokemon card,,,
340,en-sm7.5-52,sm7.5-52,Jangmo-o,Dragon Majesty,52,70,Common,Jangmo-o Dragon Majesty 52/70 pokemon card,,,
341,en-sm7.5-53,sm7.5-53,Hakamo-o,Dragon Majesty,53,70,Common,Hakamo-o Dragon Majesty 53/70 pokemon card,,,
342,en-sm7.5-54,sm7.5-54,Kommo-o,Dragon Majesty,54,70,Rare,Kommo-o Dragon Majesty 54/70 pokemon card,,,
343,en-sm7.5-55,sm7.5-55,Kangaskhan,Dragon Majesty,55,70,Common,Kangaskhan Dragon Majesty 55/70 pokemon card,,,
344,en-sm7.5-56,sm7.5-56,Swablu,Dragon Majesty,56,70,Common,Swablu Dragon Majesty 56/70 pokemon card,,,
345,en-sm7.5-57,sm7.5-57,Swablu,Dragon Majesty,57,70,Common,Swablu Dragon Majesty 57/70 pokemon card,,,
346,en-sm7.5-58,sm7.5-58,Blaine’s Last Stand,Dragon Majesty,58,70,Rare,Blaine’s Last Stand Dragon Majesty 58/70 pokemon card,,,
347,en-sm7.5-59,sm7.5-59,Dragon Talon,Dragon Majesty,59,70,Uncommon,Dragon Talon Dragon Majesty 59/70 pokemon card,,,
348,en-sm7.5-6,sm7.5-6,Blaziken,Dragon Majesty,6,70,Rare,Blaziken Dragon Majesty 6/70 pokemon card,,,
349,en-sm7.5-60,sm7.5-60,Fiery Flint,Dragon Majesty,60,70,Uncommon,Fiery Flint Dragon Majesty 60/70 pokemon card,,,
350,en-sm7.5-61,sm7.5-61,Lance ◇,Dragon Majesty,61,70,Rare,Lance ◇ Dragon Majesty 61/70 pokemon card,,,
351,en-sm7.5-62,sm7.5-62,Switch Raft,Dragon Majesty,62,70,Uncommon,Switch Raft Dragon Majesty 62/70 pokemon card,,,
352,en-sm7.5-63,sm7.5-63,Wela Volcano Park,Dragon Majesty,63,70,Uncommon,Wela Volcano Park Dragon Majesty 63/70 pokemon card,,,
353,en-sm7.5-64,sm7.5-64,Zinnia,Dragon Majesty,64,70,Uncommon,Zinnia Dragon Majesty 64/70 pokemon card,,,
354,en-sm7.5-65,sm7.5-65,Reshiram GX,Dragon Majesty,65,70,Ultra Rare,Reshiram GX Dragon Majesty 65/70 pokemon card,,,
355,en-sm7.5-66,sm7.5-66,Kingdra GX,Dragon Majesty,66,70,Ultra Rare,Kingdra GX Dragon Majesty 66/70 pokemon card,,,
356,en-sm7.5-67,sm7.5-67,Dragonite GX,Dragon Majesty,67,70,Ultra Rare,Dragonite GX Dragon Majesty 67/70 pokemon card,,,
357,en-sm7.5-68,sm7.5-68,Altaria GX,Dragon Majesty,68,70,Ultra Rare,Altaria GX Dragon Majesty 68/70 pokemon card,,,
358,en-sm7.5-69,sm7.5-69,Blaine’s Last Stand,Dragon Majesty,69,70,Ultra Rare,Blaine’s Last Stand Dragon Majesty 69/70 pokemon card,,,
359,en-sm7.5-7,sm7.5-7,Victini ◇,Dragon Majesty,7,70,Rare,Victini ◇ Dragon Majesty 7/70 pokemon card,,,
360,en-sm7.5-70,sm7.5-70,Zinnia,Dragon Majesty,70,70,Ultra Rare,Zinnia Dragon Majesty 70/70 pokemon card,,,
361,en-sm7.5-71,sm7.5-71,Reshiram GX,Dragon Majesty,71,70,Secret Rare,Reshiram GX Dragon Majesty 71/70 pokemon card,,,
362,en-sm7.5-72,sm7.5-72,Altaria GX,Dragon Majesty,72,70,Secret Rare,Altaria GX Dragon Majesty 72/70 pokemon card,,,
363,en-sm7.5-73,sm7.5-73,Salamence GX,Dragon Majesty,73,70,Secret Rare,Salamence GX Dragon Majesty 73/70 pokemon card,,,
364,en-sm7.5-74,sm7.5-74,White Kyurem GX,Dragon Majesty,74,70,Secret Rare,White Kyurem GX Dragon Majesty 74/70 pokemon card,,,
365,en-sm7.5-75,sm7.5-75,Dragon Talon,Dragon Majesty,75,70,Secret Rare,Dragon Talon Dragon Majesty 75/70 pokemon card,,,
366,en-sm7.5-76,sm7.5-76,Fiery Flint,Dragon Majesty,76,70,Secret Rare,Fiery Flint Dragon Majesty 76/70 pokemon card,,,
367,en-sm7.5-77,sm7.5-77,Switch Raft,Dragon Majesty,77,70,Secret Rare,Switch Raft Dragon Majesty 77/70 pokemon card,,,
368,en-sm7.5-78,sm7.5-78,Ultra Necrozma GX,Dragon Majesty,78,70,Secret Rare,Ultra Necrozma GX Dragon Majesty 78/70 pokemon card,,,
369,en-sm7.5-8,sm7.5-8,Darumaka,Dragon Majesty,8,70,Common,Darumaka Dragon Majesty 8/70 pokemon card,,,
370,en-sm7.5-9,sm7.5-9,Darmanitan,Dragon Majesty,9,70,Uncommon,Darmanitan Dragon Majesty 9/70 pokemon card,,,
371,en-tk-ex-latia-1,tk-ex-latia-1,Bagon,EX trainer Kit (Latias),1,10,None,Bagon EX trainer Kit (Latias) 1/10 pokemon card,,,
372,en-tk-ex-latia-10,tk-ex-latia-10,Fire Energy,EX trainer Kit (Latias),10,10,None,Fire Energy EX trainer Kit (Latias) 10/10 pokemon card,,,
373,en-tk-ex-latia-2,tk-ex-latia-2,Combusken,EX trainer Kit (Latias),2,10,None,Combusken EX trainer Kit (Latias) 2/10 pokemon card,,,
374,en-tk-ex-latia-3,tk-ex-latia-3,Delcatty,EX trainer Kit (Latias),3,10,None,Delcatty EX trainer Kit (Latias) 3/10 pokemon card,,,
375,en-tk-ex-latia-4,tk-ex-latia-4,Latias,EX trainer Kit (Latias),4,10,None,Latias EX trainer Kit (Latias) 4/10 pokemon card,,,
376,en-tk-ex-latia-5,tk-ex-latia-5,Numel,EX trainer Kit (Latias),5,10,None,Numel EX trainer Kit (Latias) 5/10 pokemon card,,,
377,en-tk-ex-latia-6,tk-ex-latia-6,Skitty,EX trainer Kit (Latias),6,10,None,Skitty EX trainer Kit (Latias) 6/10 pokemon card,,,
378,en-tk-ex-latia-7,tk-ex-latia-7,Torchic,EX trainer Kit (Latias),7,10,None,Torchic EX trainer Kit (Latias) 7/10 pokemon card,,,
379,en-tk-ex-latia-8,tk-ex-latia-8,Potion,EX trainer Kit (Latias),8,10,None,Potion EX trainer Kit (Latias) 8/10 pokemon card,,,
380,en-tk-ex-latia-9,tk-ex-latia-9,Energy Search,EX trainer Kit (Latias),9,10,None,Energy Search EX trainer Kit (Latias) 9/10 pokemon card,,,
381,en-tk-ex-latio-1,tk-ex-latio-1,Electrike,EX trainer Kit (Latios),1,10,None,Electrike EX trainer Kit (Latios) 1/10 pokemon card,,,
382,en-tk-ex-latio-10,tk-ex-latio-10,Lightning Energy,EX trainer Kit (Latios),10,10,None,Lightning Energy EX trainer Kit (Latios) 10/10 pokemon card,,,
383,en-tk-ex-latio-2,tk-ex-latio-2,Latios,EX trainer Kit (Latios),2,10,None,Latios EX trainer Kit (Latios) 2/10 pokemon card,,,
384,en-tk-ex-latio-3,tk-ex-latio-3,Linoone,EX trainer Kit (Latios),3,10,None,Linoone EX trainer Kit (Latios) 3/10 pokemon card,,,
385,en-tk-ex-latio-4,tk-ex-latio-4,Magnemite,EX trainer Kit (Latios),4,10,None,Magnemite EX trainer Kit (Latios) 4/10 pokemon card,,,
386,en-tk-ex-latio-5,tk-ex-latio-5,Magneton,EX trainer Kit (Latios),5,10,None,Magneton EX trainer Kit (Latios) 5/10 pokemon card,,,
387,en-tk-ex-latio-6,tk-ex-latio-6,Pikachu,EX trainer Kit (Latios),6,10,None,Pikachu EX trainer Kit (Latios) 6/10 pokemon card,,,
388,en-tk-ex-latio-7,tk-ex-latio-7,Zigzagoon,EX trainer Kit (Latios),7,10,None,Zigzagoon EX trainer Kit (Latios) 7/10 pokemon card,,,
389,en-tk-ex-latio-8,tk-ex-latio-8,Potion,EX trainer Kit (Latios),8,10,None,Potion EX trainer Kit (Latios) 8/10 pokemon card,,,
390,en-tk-ex-latio-9,tk-ex-latio-9,Energy Search,EX trainer Kit (Latios),9,10,None,Energy Search EX trainer Kit (Latios) 9/10 pokemon card,,,
391,en-tk-ex-m-1,tk-ex-m-1,Arcanine,EX trainer Kit 2 (Minun),1,12,None,Arcanine EX trainer Kit 2 (Minun) 1/12 pokemon card,,,
392,en-tk-ex-m-10,tk-ex-m-10,Potion,EX trainer Kit 2 (Minun),10,12,None,Potion EX trainer Kit 2 (Minun) 10/12 pokemon card,,,
393,en-tk-ex-m-11,tk-ex-m-11,Fire Energy,EX trainer Kit 2 (Minun),11,12,None,Fire Energy EX trainer Kit 2 (Minun) 11/12 pokemon card,,,
394,en-tk-ex-m-12,tk-ex-m-12,Lightning Energy,EX trainer Kit 2 (Minun),12,12,None,Lightning Energy EX trainer Kit 2 (Minun) 12/12 pokemon card,,,
395,en-tk-ex-m-2,tk-ex-m-2,Charmander,EX trainer Kit 2 (Minun),2,12,None,Charmander EX trainer Kit 2 (Minun) 2/12 pokemon card,,,
396,en-tk-ex-m-3,tk-ex-m-3,Charmeleon,EX trainer Kit 2 (Minun),3,12,None,Charmeleon EX trainer Kit 2 (Minun) 3/12 pokemon card,,,
397,en-tk-ex-m-4,tk-ex-m-4,Growlithe,EX trainer Kit 2 (Minun),4,12,None,Growlithe EX trainer Kit 2 (Minun) 4/12 pokemon card,,,
398,en-tk-ex-m-5,tk-ex-m-5,Mareep,EX trainer Kit 2 (Minun),5,12,None,Mareep EX trainer Kit 2 (Minun) 5/12 pokemon card,,,
399,en-tk-ex-m-6,tk-ex-m-6,Minun,EX trainer Kit 2 (Minun),6,12,None,Minun EX trainer Kit 2 (Minun) 6/12 pokemon card,,,
400,en-tk-ex-m-7,tk-ex-m-7,Vulpix,EX trainer Kit 2 (Minun),7,12,None,Vulpix EX trainer Kit 2 (Minun) 7/12 pokemon card,,,
401,en-tk-ex-m-8,tk-ex-m-8,Celio's Network,EX trainer Kit 2 (Minun),8,12,None,Celio's Network EX trainer Kit 2 (Minun) 8/12 pokemon card,,,
402,en-tk-ex-m-9,tk-ex-m-9,Energy Search,EX trainer Kit 2 (Minun),9,12,None,Energy Search EX trainer Kit 2 (Minun) 9/12 pokemon card,,,
403,en-tk-ex-p-1,tk-ex-p-1,Beldum,EX trainer Kit 2 (Plusle),1,12,None,Beldum EX trainer Kit 2 (Plusle) 1/12 pokemon card,,,
404,en-tk-ex-p-10,tk-ex-p-10,Professor Cozmo's Discovery,EX trainer Kit 2 (Plusle),10,12,None,Professor Cozmo's Discovery EX trainer Kit 2 (Plusle) 10/12 pokemon card,,,
405,en-tk-ex-p-11,tk-ex-p-11,Lightning Energy,EX trainer Kit 2 (Plusle),11,12,None,Lightning Energy EX trainer Kit 2 (Plusle) 11/12 pokemon card,,,
406,en-tk-ex-p-12,tk-ex-p-12,Psychic Energy,EX trainer Kit 2 (Plusle),12,12,None,Psychic Energy EX trainer Kit 2 (Plusle) 12/12 pokemon card,,,
407,en-tk-ex-p-2,tk-ex-p-2,Electrike,EX trainer Kit 2 (Plusle),2,12,None,Electrike EX trainer Kit 2 (Plusle) 2/12 pokemon card,,,
408,en-tk-ex-p-3,tk-ex-p-3,Grumpig,EX trainer Kit 2 (Plusle),3,12,None,Grumpig EX trainer Kit 2 (Plusle) 3/12 pokemon card,,,
409,en-tk-ex-p-4,tk-ex-p-4,Meowth,EX trainer Kit 2 (Plusle),4,12,None,Meowth EX trainer Kit 2 (Plusle) 4/12 pokemon card,,,
410,en-tk-ex-p-5,tk-ex-p-5,Metang,EX trainer Kit 2 (Plusle),5,12,None,Metang EX trainer Kit 2 (Plusle) 5/12 pokemon card,,,
411,en-tk-ex-p-6,tk-ex-p-6,Plusle,EX trainer Kit 2 (Plusle),6,12,None,Plusle EX trainer Kit 2 (Plusle) 6/12 pokemon card,,,
412,en-tk-ex-p-7,tk-ex-p-7,Spoink,EX trainer Kit 2 (Plusle),7,12,None,Spoink EX trainer Kit 2 (Plusle) 7/12 pokemon card,,,
413,en-tk-ex-p-8,tk-ex-p-8,Energy Search,EX trainer Kit 2 (Plusle),8,12,None,Energy Search EX trainer Kit 2 (Plusle) 8/12 pokemon card,,,
414,en-tk-ex-p-9,tk-ex-p-9,Potion,EX trainer Kit 2 (Plusle),9,12,None,Potion EX trainer Kit 2 (Plusle) 9/12 pokemon card,,,
415,en-sm6-122,sm6-122,Lucario GX,Forbidden Light,122,131,Ultra Rare,Lucario GX Forbidden Light 122/131 pokemon card,,,
416,en-sm6-126,sm6-126,Xerneas GX,Forbidden Light,126,131,Ultra Rare,Xerneas GX Forbidden Light 126/131 pokemon card,,,
417,en-sm6-134,sm6-134,Naganadel GX,Forbidden Light,134,131,Secret Rare,Naganadel GX Forbidden Light 134/131 pokemon card,,,
418,en-sm6-140,sm6-140,Ultra Necrozma GX,Forbidden Light,140,131,Secret Rare,Ultra Necrozma GX Forbidden Light 140/131 pokemon card,,,
419,en-sm6-82,sm6-82,Dialga GX,Forbidden Light,82,131,Ultra Rare,Dialga GX Forbidden Light 82/131 pokemon card,,,
420,en-sm6-90,sm6-90,Xerneas GX,Forbidden Light,90,131,Ultra Rare,Xerneas GX Forbidden Light 90/131 pokemon card,,,
421,en-sm2-143,sm2-143,Hala,Guardians Rising,143,145,Ultra Rare,Hala Guardians Rising 143/145 pokemon card,,,
